Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Zay Jones,ARI,WR,2.0,16,14,0.88,20,1.25,154,9.62,11.0,6.0,0.38,37,7.44,1,0.06,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,14,0.88,20,1.25,6.0,0.38,0,0.0,0.0,1.0,22.6,1.41,0.45,2.07,1.87,15,1,0,0,0,0.0,0.0,1.05,29.6,1.85,0.95,2.41,2.43,16,0,0,0,0,0.0,0.0,1.66,36.6,2.29,1.25,2.82,2.97,16,0,0,0,0,0.0,0.0,1.81
Equanimeous St. Brown,NO,WR,3.5,12,7,0.58,13,1.08,117,9.75,16.71,6.0,0.5,24,8.5,3,0.25,1,0.08,1,0.08,7,0.58,7.0,1.0,0.08,0,0.0,8,0.67,14,1.17,7.0,0.58,0,0.0,0.0,1.0,18.4,1.53,0.35,2.49,1.94,11,1,0,0,0,0.0,0.0,1.03,21.9,1.82,0.6,2.72,2.33,12,0,0,0,0,0.0,0.0,1.58,25.4,2.12,0.85,2.98,2.72,12,0,0,0,0,0.0,0.0,1.54
Isaiah Zuber,FA,WR,0.0,4,2,0.5,2,0.5,29,7.25,14.5,1.0,0.25,16,7.25,0,0.0,0,0.0,2,0.5,21,5.25,10.5,2.0,0.5,0,0.0,4,1.0,4,1.0,3.0,0.75,0,0.0,0.0,0.65,5.0,1.25,1.3,0.33,2.62,4,0,0,0,0,0.0,0.0,1.08,6.0,1.5,1.55,0.57,2.82,4,0,0,0,0,0.0,0.0,1.57,7.0,1.75,1.8,0.84,3.08,4,0,0,0,0,0.0,0.0,1.33
Equanimeous St. Brown,NO,WR,3.5,12,7,0.58,13,1.08,117,9.75,16.71,6.0,0.5,24,8.5,3,0.25,1,0.08,1,0.08,7,0.58,7.0,0.0,0.0,0,0.0,8,0.67,14,1.17,6.0,0.5,0,0.0,0.0,1.0,18.4,1.53,0.35,2.49,1.94,11,1,0,0,0,0.0,0.0,1.03,21.9,1.82,0.6,2.72,2.33,12,0,0,0,0,0.0,0.0,1.54,25.4,2.12,0.85,2.98,2.72,12,0,0,0,0,0.0,0.0,1.54
Freddie Swain,FA,WR,0.0,16,13,0.81,21,1.31,159,9.94,12.23,6.0,0.38,23,8.06,3,0.19,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,13,0.81,21,1.31,6.0,0.38,0,0.0,0.0,1.0,27.9,1.74,0.15,2.77,2.15,14,2,0,0,0,0.0,0.0,1.05,34.4,2.15,0.4,3.1,2.65,16,0,0,0,0,0.0,0.0,1.54,40.9,2.56,0.65,3.46,3.16,16,0,0,0,0,0.0,0.0,1.65
Lawrence Cager,WAS,WR,3.5,2,2,1.0,6,3.0,35,17.5,17.5,2.0,1.0,19,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2,1.0,6,3.0,2.0,1.0,0,0.0,0.0,0.44,3.5,1.75,1.75,2.47,2.22,2,0,0,0,0,0.0,0.0,0.83,4.5,2.25,2.25,3.18,2.76,2,0,0,0,0,0.0,0.0,1.52,5.5,2.75,2.75,3.89,3.3,2,0,0,0,0,0.0,0.0,1.2
John Hightower,FA,WR,0.0,13,10,0.77,29,2.23,167,12.85,16.7,5.0,0.38,59,11.0,2,0.15,0,0.0,1,0.08,1,0.08,1.0,0.0,0.0,0,0.0,11,0.85,30,2.31,5.0,0.38,0,0.0,0.0,1.0,18.8,1.45,0.1,2.15,1.9,13,0,0,0,0,0.0,0.0,1.03,23.8,1.83,0.3,2.41,2.4,13,0,0,0,0,0.0,0.0,1.51,28.8,2.22,0.8,2.71,2.91,13,0,0,0,0,0.0,0.0,1.71
Mack Hollins,BUF,WR,4.0,16,16,1.0,25,1.56,176,11.0,11.0,7.0,0.44,34,6.88,2,0.12,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,16,1.0,25,1.56,7.0,0.44,1,0.06,0.06,1.0,21.6,1.35,0.05,2.5,1.71,16,0,0,0,0,0.0,0.0,0.86,29.6,1.85,0.3,2.99,2.3,16,0,0,0,0,0.0,0.0,1.42,37.6,2.35,0.55,3.54,2.89,16,0,0,0,0,0.0,0.0,1.53
C.J. Board,FA,WR,0.0,14,11,0.79,16,1.14,101,7.21,9.18,6.0,0.43,16,5.43,0,0.0,0,0.0,1,0.07,3,0.21,3.0,0.0,0.0,0,0.0,12,0.86,17,1.21,6.0,0.43,0,0.0,0.0,1.0,10.4,0.74,0.55,0.95,1.2,14,0,0,0,0,0.0,0.0,0.82,15.9,1.14,0.8,1.37,1.72,14,0,0,0,0,0.0,0.0,1.34,21.4,1.53,1.3,1.8,2.22,14,0,0,0,0,0.0,0.0,1.53
J.J. Arcega-Whiteside,FA,WR,0.0,8,4,0.5,8,1.0,85,10.62,21.25,4.0,0.5,37,9.38,2,0.25,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4,0.5,8,1.0,4.0,0.5,0,0.0,0.0,0.88,10.5,1.31,0.4,1.71,1.82,8,0,0,0,0,0.0,0.0,0.88,12.5,1.56,0.65,2.03,2.14,8,0,0,0,0,0.0,0.0,1.33,14.5,1.81,0.9,2.36,2.46,8,0,0,0,0,0.0,0.0,1.28
Trent Taylor,SF,WR,5.0,12,10,0.83,21,1.75,86,7.17,8.6,5.0,0.42,29,6.67,2,0.17,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10,0.83,21,1.75,5.0,0.42,0,0.0,0.0,1.0,8.6,0.72,0.35,1.0,1.14,12,0,0,0,0,0.0,0.0,0.77,13.6,1.13,0.65,1.46,1.69,12,0,0,0,0,0.0,0.0,1.32,18.6,1.55,0.9,1.95,2.21,12,0,0,0,0,0.0,0.0,1.42
Bisi Johnson,FA,WR,0.0,16,14,0.88,19,1.19,189,11.81,13.5,11.0,0.69,29,6.56,3,0.19,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,14,0.88,19,1.19,11.0,0.69,0,0.0,0.0,1.0,20.9,1.31,0.0,2.61,1.63,15,1,0,0,0,0.0,0.0,0.77,27.9,1.74,0.0,3.51,2.09,15,0,1,0,0,0.0,0.0,1.3,34.9,2.18,0.0,4.42,2.54,15,0,1,0,0,0.0,0.0,1.13
Ray-Ray McCloud III,ATL,WR,3.0,16,20,1.25,22,1.38,77,4.81,3.85,4.0,0.25,13,3.88,0,0.0,0,0.0,4,0.25,65,4.06,16.25,1.0,0.06,0,0.0,24,1.5,26,1.62,5.0,0.31,1,0.06,0.04,1.0,12.2,0.76,0.0,1.97,1.02,15,1,0,0,0,0.0,0.0,0.57,22.2,1.39,0.5,2.4,1.83,16,0,0,0,0,0.0,0.0,1.25,32.2,2.01,1.2,2.89,2.6,16,0,0,0,0,0.0,0.0,1.68
Mike Thomas,FA,WR,0.0,14,13,0.93,21,1.5,132,9.43,10.15,7.0,0.5,29,5.93,2,0.14,1,0.07,1,0.07,1,0.07,1.0,0.0,0.0,0,0.0,14,1.0,22,1.57,7.0,0.5,1,0.07,0.07,1.0,17.3,1.24,0.0,2.73,1.53,13,1,0,0,0,0.0,0.0,0.77,23.8,1.7,0.0,3.26,2.07,13,1,0,0,0,0.0,0.0,1.24,30.3,2.16,0.0,3.82,2.61,13,1,0,0,0,0.0,0.0,1.2
Noah Brown,WAS,WR,6.5,16,14,0.88,24,1.5,154,9.62,11.0,9.0,0.56,20,6.19,1,0.06,0,0.0,1,0.06,4,0.25,4.0,1.0,0.06,0,0.0,15,0.94,25,1.56,10.0,0.62,0,0.0,0.0,1.0,15.8,0.99,0.0,1.48,1.42,16,0,0,0,0,0.0,0.0,0.73,22.8,1.42,0.0,2.1,1.94,16,0,0,0,0,0.0,0.0,1.24,29.8,1.86,0.0,2.72,2.44,16,0,0,0,0,0.0,0.0,1.13
Ja'Marcus Bradley,FA,WR,0.0,3,5,1.67,11,3.67,60,20.0,12.0,2.0,0.67,22,7.33,1,0.33,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5,1.67,11,3.67,2.0,0.67,0,0.0,0.0,0.56,6.0,2.0,0.0,3.46,2.33,3,0,0,0,0,0.0,0.0,0.72,8.5,2.83,0.0,4.91,3.12,3,0,0,0,0,0.0,0.0,1.23,11.0,3.67,0.0,6.35,3.89,3,0,0,0,0,0.0,0.0,1.07
Bisi Johnson,FA,WR,0.0,16,14,0.88,19,1.19,189,11.81,13.5,9.0,0.56,29,6.56,3,0.19,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,14,0.88,19,1.19,9.0,0.56,0,0.0,0.0,1.0,20.9,1.31,0.0,2.61,1.63,15,1,0,0,0,0.0,0.0,0.77,27.9,1.74,0.0,3.51,2.09,15,0,1,0,0,0.0,0.0,1.23,34.9,2.18,0.0,4.42,2.54,15,0,1,0,0,0.0,0.0,1.13
Brandon Powell,MIN,WR,2.0,15,12,0.8,18,1.2,69,4.6,5.75,5.0,0.33,13,3.53,0,0.0,2,0.13,2,0.13,7,0.47,3.5,0.0,0.0,0,0.0,14,0.93,20,1.33,5.0,0.33,1,0.07,0.07,1.0,17.6,1.17,0.3,2.48,1.49,14,1,0,0,0,0.0,0.0,0.85,23.6,1.57,0.3,2.74,2.0,15,0,0,0,0,0.0,0.0,1.22,29.6,1.97,0.3,3.04,2.52,15,0,0,0,0,0.0,0.0,1.26
Noah Brown,WAS,WR,6.5,16,14,0.88,24,1.5,154,9.62,11.0,9.0,0.56,20,6.19,1,0.06,0,0.0,1,0.06,4,0.25,4.0,0.0,0.0,0,0.0,15,0.94,25,1.56,9.0,0.56,0,0.0,0.0,1.0,15.8,0.99,0.0,1.48,1.42,16,0,0,0,0,0.0,0.0,0.73,22.8,1.42,0.0,2.1,1.94,16,0,0,0,0,0.0,0.0,1.21,29.8,1.86,0.0,2.72,2.44,16,0,0,0,0,0.0,0.0,1.13
Noah Brown,WAS,WR,6.5,16,14,0.88,24,1.5,154,9.62,11.0,6.0,0.38,20,6.19,1,0.06,0,0.0,1,0.06,4,0.25,4.0,1.0,0.06,0,0.0,15,0.94,25,1.56,7.0,0.44,0,0.0,0.0,1.0,15.8,0.99,0.0,1.48,1.42,16,0,0,0,0,0.0,0.0,0.73,22.8,1.42,0.0,2.1,1.94,16,0,0,0,0,0.0,0.0,1.15,29.8,1.86,0.0,2.72,2.44,16,0,0,0,0,0.0,0.0,1.13
Austin Carr,FA,WR,0.0,6,3,0.5,4,0.67,27,4.5,9.0,3.0,0.5,11,4.5,0,0.0,1,0.17,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3,0.5,4,0.67,3.0,0.5,0,0.0,0.0,0.78,8.7,1.45,0.3,2.8,1.78,6,0,0,0,0,0.0,0.0,0.7,10.2,1.7,0.55,2.96,2.12,6,0,0,0,0,0.0,0.0,1.14,11.7,1.95,0.8,3.14,2.47,6,0,0,0,0,0.0,0.0,1.08
Gunner Olszewski,NYG,WR,2.0,13,5,0.38,5,0.38,62,4.77,12.4,3.0,0.23,38,4.69,1,0.08,1,0.08,5,0.38,23,1.77,4.6,1.0,0.08,0,0.0,10,0.77,10,0.77,4.0,0.31,0,0.0,0.0,1.0,20.5,1.58,0.0,4.31,1.74,12,0,0,0,1,0.08,0.08,1.0,23.0,1.77,0.0,4.45,1.99,12,0,0,1,0,0.08,0.0,1.14,25.5,1.96,0.0,4.61,2.26,12,0,1,0,0,0.0,0.0,0.98
Noah Brown,WAS,WR,6.5,16,14,0.88,24,1.5,154,9.62,11.0,6.0,0.38,20,6.19,1,0.06,0,0.0,1,0.06,4,0.25,4.0,0.0,0.0,0,0.0,15,0.94,25,1.56,6.0,0.38,0,0.0,0.0,1.0,15.8,0.99,0.0,1.48,1.42,16,0,0,0,0,0.0,0.0,0.73,22.8,1.42,0.0,2.1,1.94,16,0,0,0,0,0.0,0.0,1.12,29.8,1.86,0.0,2.72,2.44,16,0,0,0,0,0.0,0.0,1.13
Kalif Raymond,DET,WR,4.0,15,9,0.6,15,1.0,187,12.47,20.78,7.0,0.47,61,7.47,4,0.27,0,0.0,1,0.07,-3,-0.2,-3.0,0.0,0.0,0,0.0,10,0.67,16,1.07,7.0,0.47,0,0.0,0.0,1.0,18.4,1.23,0.0,3.02,1.48,14,0,1,0,0,0.0,0.0,0.7,22.9,1.53,0.0,3.5,1.83,14,0,1,0,0,0.0,0.0,1.07,27.4,1.83,0.0,4.0,2.18,14,0,1,0,0,0.0,0.0,0.98
Steven Mitchell Jr.,FA,WR,0.0,6,5,0.83,8,1.33,60,10.0,12.0,3.0,0.5,20,6.17,1,0.17,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5,0.83,8,1.33,3.0,0.5,0,0.0,0.0,0.78,6.0,1.0,0.1,1.58,1.42,6,0,0,0,0,0.0,0.0,0.58,8.5,1.42,0.35,2.13,1.92,6,0,0,0,0,0.0,0.0,1.07,11.0,1.83,0.6,2.7,2.41,6,0,0,0,0,0.0,0.0,1.05
Deontay Burnett,FA,WR,0.0,2,3,1.5,4,2.0,19,9.5,6.33,1.0,0.5,10,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3,1.5,4,2.0,1.0,0.5,0,0.0,0.0,0.44,1.9,0.95,0.95,1.34,1.4,2,0,0,0,0,0.0,0.0,0.5,3.4,1.7,1.7,2.4,2.23,2,0,0,0,0,0.0,0.0,1.03,4.9,2.45,2.45,3.46,3.03,2,0,0,0,0,0.0,0.0,1.06
Dante Pettis,NO,WR,5.0,7,4,0.57,6,0.86,76,10.86,19.0,3.0,0.43,33,7.57,2,0.29,1,0.14,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4,0.57,6,0.86,3.0,0.43,1,0.14,0.25,0.84,11.6,1.66,0.0,4.12,1.85,6,0,1,0,0,0.0,0.0,0.69,13.6,1.94,0.0,4.54,2.18,6,1,0,0,0,0.0,0.0,1.02,15.6,2.23,0.0,4.98,2.51,6,1,0,0,0,0.0,0.0,0.91
Christian Blake,FA,WR,0.0,16,13,0.81,18,1.12,141,8.81,10.85,6.0,0.38,25,6.0,3,0.19,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,13,0.81,18,1.12,6.0,0.38,0,0.0,0.0,1.0,14.1,0.88,0.0,1.47,1.27,16,0,0,0,0,0.0,0.0,0.62,20.6,1.29,0.0,1.99,1.77,16,0,0,0,0,0.0,0.0,1.01,27.1,1.69,0.0,2.52,2.26,16,0,0,0,0,0.0,0.0,1.02
Courtland Sutton,DEN,WR,1.0,1,3,3.0,6,6.0,66,66.0,22.0,2.0,2.0,45,45.0,2,2.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3,3.0,6,6.0,2.0,2.0,0,0.0,0.0,0.28,6.6,6.6,6.6,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,8.1,8.1,8.1,0.0,0.0,1,0,0,0,0,0.0,0.0,1.0,9.6,9.6,9.6,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Damion Ratley,FA,WR,0.0,5,4,0.8,10,2.0,63,12.6,15.75,2.0,0.4,29,9.2,1,0.2,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4,0.8,10,2.0,2.0,0.4,0,0.0,0.0,0.72,6.3,1.26,0.0,1.73,1.75,5,0,0,0,0,0.0,0.0,0.65,8.3,1.66,0.0,2.33,2.2,5,0,0,0,0,0.0,0.0,0.98,10.3,2.06,0.0,2.96,2.65,5,0,0,0,0,0.0,0.0,0.91
Robert Foster,FA,WR,0.0,4,2,0.5,6,1.5,37,9.25,18.5,2.0,0.5,28,9.25,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2,0.5,6,1.5,2.0,0.5,0,0.0,0.0,0.65,3.7,0.92,0.45,1.32,1.37,4,0,0,0,0,0.0,0.0,0.57,4.7,1.17,0.7,1.56,1.72,4,0,0,0,0,0.0,0.0,0.97,5.7,1.42,0.95,1.82,2.07,4,0,0,0,0,0.0,0.0,0.88
Justin Watson,KC,WR,6.0,11,7,0.64,11,1.0,94,8.55,13.43,5.0,0.45,36,5.18,1,0.09,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7,0.64,11,1.0,5.0,0.45,0,0.0,0.0,1.0,9.4,0.85,0.0,1.77,1.18,11,0,0,0,0,0.0,0.0,0.57,12.9,1.17,0.0,2.36,1.55,11,0,0,0,0,0.0,0.0,0.95,16.4,1.49,0.0,2.97,1.91,11,0,0,0,0,0.0,0.0,0.87
Terry Godwin,FA,WR,0.0,3,3,1.0,6,2.0,32,10.67,10.67,2.0,0.67,21,7.0,1,0.33,0,0.0,1,0.33,3,1.0,3.0,0.0,0.0,0,0.0,4,1.33,7,2.33,2.0,0.67,0,0.0,0.0,0.56,3.5,1.17,0.0,2.02,1.56,3,0,0,0,0,0.0,0.0,0.48,5.0,1.67,0.0,2.89,2.09,3,0,0,0,0,0.0,0.0,0.93,6.5,2.17,0.0,3.75,2.62,3,0,0,0,0,0.0,0.0,0.72
Austin Mack,FA,WR,0.0,11,7,0.64,11,1.0,91,8.27,13.0,5.0,0.45,50,6.27,1,0.09,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7,0.64,11,1.0,5.0,0.45,0,0.0,0.0,1.0,9.1,0.83,0.0,2.14,1.09,11,0,0,0,0,0.0,0.0,0.53,12.6,1.15,0.0,2.73,1.46,11,0,0,0,0,0.0,0.0,0.91,16.1,1.46,0.0,3.32,1.83,11,0,0,0,0,0.0,0.0,0.83
Ty Montgomery II,FA,WR,0.0,6,3,0.5,6,1.0,27,4.5,9.0,1.0,0.17,17,3.17,0,0.0,0,0.0,19,3.17,101,16.83,5.32,4.0,0.67,0,0.0,22,3.67,25,4.17,5.0,0.83,0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0.0,0.0,0.33,1.5,0.25,0.0,0.42,0.51,6,0,0,0,0,0.0,0.0,0.9,3.0,0.5,0.0,0.84,0.88,6,0,0,0,0,0.0,0.0,0.6
Jaydon Mickens,FA,WR,0.0,10,7,0.7,10,1.0,58,5.8,8.29,6.0,0.6,11,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7,0.7,10,1.0,6.0,0.6,0,0.0,0.0,0.96,5.8,0.58,0.0,1.27,0.87,10,0,0,0,0,0.0,0.0,0.43,9.3,0.93,0.0,2.08,1.27,10,0,0,0,0,0.0,0.0,0.89,12.8,1.28,0.0,2.89,1.65,10,0,0,0,0,0.0,0.0,0.73
Javon Wims,FA,WR,0.0,13,6,0.46,12,0.92,48,3.69,8.0,4.0,0.31,13,3.31,0,0.0,1,0.08,1,0.08,2,0.15,2.0,0.0,0.0,0,0.0,7,0.54,13,1.0,4.0,0.31,0,0.0,0.0,1.0,11.0,0.85,0.0,1.68,1.18,13,0,0,0,0,0.0,0.0,0.57,14.0,1.08,0.0,1.89,1.5,13,0,0,0,0,0.0,0.0,0.86,17.0,1.31,0.0,2.12,1.83,13,0,0,0,0,0.0,0.0,0.83
Riley Ridley,FA,WR,0.0,5,4,0.8,4,0.8,39,7.8,9.75,3.0,0.6,18,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4,0.8,4,0.8,3.0,0.6,0,0.0,0.0,0.72,3.9,0.78,0.0,1.1,1.21,5,0,0,0,0,0.0,0.0,0.41,5.9,1.18,0.0,1.63,1.71,5,0,0,0,0,0.0,0.0,0.85,7.9,1.58,0.0,2.18,2.19,5,0,0,0,0,0.0,0.0,0.69
Alex Erickson,NE,WR,2.0,16,12,0.75,17,1.06,139,8.69,11.58,5.0,0.31,42,5.31,2,0.12,0,0.0,5,0.31,7,0.44,1.4,1.0,0.06,0,0.0,17,1.06,22,1.38,6.0,0.38,2,0.12,0.12,1.0,10.6,0.66,0.0,2.36,0.85,15,1,0,0,0,0.0,0.0,0.48,16.6,1.04,0.0,3.08,1.28,15,0,1,0,0,0.0,0.0,0.84,22.6,1.41,0.0,3.83,1.7,15,0,1,0,0,0.0,0.0,0.82
Diontae Spencer,FA,WR,0.0,11,3,0.27,6,0.55,26,2.36,8.67,1.0,0.09,10,2.36,0,0.0,0,0.0,3,0.27,19,1.73,6.33,1.0,0.09,0,0.0,6,0.55,9,0.82,2.0,0.18,0,0.0,0.0,1.0,10.5,0.95,0.0,1.79,1.31,11,0,0,0,0,0.0,0.0,0.61,12.0,1.09,0.0,1.82,1.54,11,0,0,0,0,0.0,0.0,0.79,13.5,1.23,0.0,1.89,1.76,11,0,0,0,0,0.0,0.0,0.79
Tyrie Cleveland,FA,WR,0.0,10,6,0.6,9,0.9,63,6.3,10.5,4.0,0.4,17,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6,0.6,9,0.9,4.0,0.4,0,0.0,0.0,0.96,6.3,0.63,0.0,1.41,0.92,10,0,0,0,0,0.0,0.0,0.44,9.3,0.93,0.0,2.04,1.27,10,0,0,0,0,0.0,0.0,0.78,12.3,1.23,0.0,2.68,1.62,10,0,0,0,0,0.0,0.0,0.71
Josh Malone,FA,WR,0.0,4,4,1.0,6,1.5,16,4.0,4.0,1.0,0.25,13,3.25,0,0.0,0,0.0,1,0.25,12,3.0,12.0,1.0,0.25,0,0.0,5,1.25,7,1.75,2.0,0.5,0,0.0,0.0,0.65,2.8,0.7,0.0,1.4,1.02,4,0,0,0,0,0.0,0.0,0.38,4.8,1.2,0.0,2.4,1.58,4,0,0,0,0,0.0,0.0,0.77,6.8,1.7,0.0,3.4,2.11,4,0,0,0,0,0.0,0.0,0.66
Malik Taylor,NYJ,WR,3.0,15,5,0.33,6,0.4,66,4.4,13.2,4.0,0.27,26,4.33,2,0.13,1,0.07,1,0.07,9,0.6,9.0,0.0,0.0,0,0.0,6,0.4,7,0.47,4.0,0.27,0,0.0,0.0,1.0,13.5,0.9,0.0,1.79,1.24,15,0,0,0,0,0.0,0.0,0.54,16.0,1.07,0.0,2.09,1.45,15,0,0,0,0,0.0,0.0,0.76,18.5,1.23,0.0,2.39,1.67,15,0,0,0,0,0.0,0.0,0.72
Cody Hollister,FA,WR,0.0,2,1,0.5,1,0.5,12,6.0,12.0,1.0,0.5,12,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,1,0.5,1.0,0.5,0,0.0,0.0,0.44,1.2,0.6,0.6,0.85,0.99,2,0,0,0,0,0.0,0.0,0.3,1.7,0.85,0.85,1.2,1.33,2,0,0,0,0,0.0,0.0,0.66,2.2,1.1,1.1,1.56,1.66,2,0,0,0,0,0.0,0.0,0.51
River Cracraft,MIA,WR,4.0,9,6,0.67,9,1.0,41,4.56,6.83,2.0,0.22,12,3.11,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6,0.67,9,1.0,2.0,0.22,0,0.0,0.0,0.93,4.1,0.46,0.0,0.7,0.79,9,0,0,0,0,0.0,0.0,0.39,7.1,0.79,0.0,1.19,1.24,9,0,0,0,0,0.0,0.0,0.66,10.1,1.12,0.0,1.69,1.66,9,0,0,0,0,0.0,0.0,0.71
Ted Ginn Jr.,FA,WR,0.0,5,3,0.6,6,1.2,40,8.0,13.33,1.0,0.2,29,7.0,1,0.2,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3,0.6,6,1.2,1.0,0.2,0,0.0,0.0,0.72,4.0,0.8,0.0,1.27,1.2,5,0,0,0,0,0.0,0.0,0.43,5.5,1.1,0.0,1.57,1.61,5,0,0,0,0,0.0,0.0,0.65,7.0,1.4,0.0,1.94,2.0,5,0,0,0,0,0.0,0.0,0.66
Tavon Austin,FA,WR,0.0,4,5,1.25,5,1.25,20,5.0,4.0,1.0,0.25,7,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5,1.25,5,1.25,1.0,0.25,1,0.25,0.2,0.65,0.0,0.0,0.25,0.93,0.0,4,0,0,0,0,0.0,0.0,0.15,2.5,0.62,0.75,1.23,0.97,4,0,0,0,0,0.0,0.0,0.65,5.0,1.25,1.25,1.63,1.87,4,0,0,0,0,0.0,0.0,0.89
Jake Kumerow,FA,WR,0.0,6,1,0.17,1,0.17,22,3.67,22.0,1.0,0.17,22,3.67,1,0.17,1,0.17,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.17,1,0.17,1.0,0.17,0,0.0,0.0,0.78,8.2,1.37,0.0,3.35,1.61,5,1,0,0,0,0.0,0.0,0.52,8.7,1.45,0.0,3.55,1.73,6,0,0,0,0,0.0,0.0,0.64,9.2,1.53,0.0,3.76,1.86,6,0,0,0,0,0.0,0.0,0.59
Darrius Shepherd,FA,WR,0.0,8,5,0.62,8,1.0,46,5.75,9.2,1.0,0.12,19,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5,0.62,8,1.0,1.0,0.12,1,0.12,0.2,0.88,2.6,0.32,0.15,1.23,0.49,8,0,0,0,0,0.0,0.0,0.32,5.1,0.64,0.4,1.54,0.94,8,0,0,0,0,0.0,0.0,0.62,7.6,0.95,0.65,1.87,1.37,8,0,0,0,0,0.0,0.0,0.8
Seth Roberts,FA,WR,0.0,7,4,0.57,6,0.86,31,4.43,7.75,2.0,0.29,12,3.86,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4,0.57,6,0.86,2.0,0.29,0,0.0,0.0,0.84,3.1,0.44,0.0,0.64,0.79,7,0,0,0,0,0.0,0.0,0.34,5.1,0.73,0.0,1.02,1.19,7,0,0,0,0,0.0,0.0,0.61,7.1,1.01,0.0,1.41,1.57,7,0,0,0,0,0.0,0.0,0.6
John Ross,FA,WR,0.0,3,2,0.67,7,2.33,17,5.67,8.5,1.0,0.33,15,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2,0.67,7,2.33,1.0,0.33,0,0.0,0.0,0.56,1.7,0.57,0.0,0.98,0.91,3,0,0,0,0,0.0,0.0,0.33,2.7,0.9,0.0,1.56,1.32,3,0,0,0,0,0.0,0.0,0.59,3.7,1.23,0.0,2.14,1.72,3,0,0,0,0,0.0,0.0,0.51
